traj_idx,frame,x,y,z
2,0,50.8061627,3.5518858,0.0
2,1,50.4317593,3.8674421,0.0
2,2,50.3543166,3.9076255,0.0
2,3,50.0326708,3.629416,0.0
2,4,49.8064523,3.1752826,0.0
300,7,50.1343274,1.7774298,0.0
302,13,46.7470763,0.0473608,0.0
303,13,49.7773385,3.3443364,0.0
301,8,47.5491643,0.0050429,0.0
301,9,48.0070747,0.9862506,0.0
301,10,47.7181719,0.9919406,0.0
301,11,47.9464572,1.0398307,0.0
301,12,48.0900832,0.8801495,0.0
301,13,47.4773224,0.7754988,0.0
301,14,47.5767768,0.8460461,0.0
301,15,47.2731582,0.9736229,0.0
301,17,47.3203973,0.7293646,0.0
301,18,47.4876527,0.7813012,0.0
304,16,48.9480184,2.4549805,0.0
304,17,48.9904412,2.7439907,0.0
304,19,48.8317426,2.4374895,0.0
304,20,48.8175656,2.5055866,0.0
306,27,48.6830969,2.4487061,0.0
306,28,48.8945239,2.6818531,0.0
306,29,49.0451908,2.5823683,0.0
22,0,31.7150282,37.9853369,0.0
22,1,31.8116616,37.9344186,0.0
22,2,31.5687014,37.8040734,0.0
22,3,31.7633296,38.1477812,0.0
22,4,31.924998,38.3368996,0.0
22,5,32.0531624,38.2058954,0.0
22,6,32.239855,37.9644314,0.0
22,7,32.245674,38.2272117,0.0
22,8,32.3509421,38.1389855,0.0
22,9,32.3701033,38.0552159,0.0
22,10,32.4228147,38.2188704,0.0
22,11,32.3099955,38.1104374,0.0
22,12,32.1655868,38.3870645,0.0
22,13,32.4100272,38.2388174,0.0
22,14,32.2286909,38.2554501,0.0
22,15,32.2884191,38.5886246,0.0
22,16,32.5921481,38.2666076,0.0
22,17,32.5187912,38.1770406,0.0
22,18,32.6202717,38.0480406,0.0
22,19,32.6754028,37.9989139,0.0
22,20,32.8721126,38.2145453,0.0
22,21,32.7532265,38.1643096,0.0
22,22,32.6758237,38.2481372,0.0
22,23,32.6344509,38.1931305,0.0
22,24,32.9161754,38.2075471,0.0
22,25,32.7722415,38.3118646,0.0
22,26,32.7656333,38.315626,0.0
22,27,32.8873986,38.2300169,0.0
22,28,33.057329,38.2052482,0.0
22,29,32.4547371,38.6767775,0.0
22,30,32.4103069,38.5326233,0.0
22,31,32.148126,38.907781,0.0
22,32,32.3776649,38.9300723,0.0
307,32,48.9476705,2.2893717,0.0
309,47,32.5717682,40.213326,0.0
311,60,33.9454602,39.777383,0.0
312,61,31.5821529,40.806172,0.0
313,65,31.08842,40.98306,0.0
313,66,30.997668,41.5192333,0.0
23,0,28.8622118,41.0849392,0.0
23,1,28.9551054,41.1276725,0.0
23,2,28.9125437,41.0312011,0.0
23,3,29.0641634,40.9642741,0.0
23,4,28.948184,40.9421309,0.0
23,5,28.7879446,41.2982452,0.0
23,6,29.0180814,40.9152989,0.0
23,7,29.1013973,40.9486607,0.0
23,8,29.3243367,40.9942167,0.0
23,9,29.367329,41.2455193,0.0
23,10,29.4779514,41.7460694,0.0
23,11,29.2955785,41.6204681,0.0
23,12,29.3375401,41.310718,0.0
23,13,28.966054,41.394224,0.0
23,14,29.0985142,41.8713755,0.0
23,15,29.3177494,41.9114656,0.0
23,16,29.3692881,41.9006254,0.0
23,17,29.2481431,41.9413504,0.0
23,18,29.7192161,41.5487325,0.0
23,19,29.7946773,41.5399711,0.0
23,20,29.9385049,41.3336672,0.0
23,21,29.9499821,41.0369325,0.0
23,22,29.925381,41.3483493,0.0
23,23,30.0627333,41.68486,0.0
23,24,30.1064049,41.3577391,0.0
23,25,30.0785425,41.0233308,0.0
23,26,30.3927122,41.1469479,0.0
23,27,30.935483,41.0664358,0.0
23,28,30.9186662,41.5079325,0.0
23,29,31.4317518,40.3219142,0.0
23,30,31.8212188,39.748814,0.0
23,31,31.3988739,40.1691594,0.0
23,32,32.2564291,39.1523741,0.0
23,33,31.7454345,39.7106405,0.0
23,34,31.5813298,39.7562787,0.0
23,35,31.5909436,39.9296839,0.0
23,36,31.8926835,39.8635284,0.0
23,37,31.9887887,39.7143136,0.0
23,38,31.8179281,39.7785782,0.0
23,39,31.8311207,39.9145674,0.0
23,40,31.6264454,39.8963237,0.0
23,41,31.6797893,39.7489375,0.0
23,42,31.8142153,39.7387372,0.0
23,43,31.637425,39.7106171,0.0
23,44,31.8528945,39.8544797,0.0
23,45,31.8645781,40.0543276,0.0
23,46,31.8028861,40.0848671,0.0
23,47,31.8982457,40.2060374,0.0
23,48,30.7551227,39.9854859,0.0
23,49,31.6358612,39.9360824,0.0
23,50,32.1708223,39.8540699,0.0
23,51,32.5878474,39.9743533,0.0
23,52,32.9575282,39.6684946,0.0
23,53,33.0655093,40.0295013,0.0
23,54,33.4036199,39.7941861,0.0
23,55,33.418446,40.0084848,0.0
23,56,33.0941366,39.9378001,0.0
23,57,32.8909086,39.9048145,0.0
23,58,32.3607964,40.1432299,0.0
23,59,32.1963218,40.3603081,0.0
23,60,33.2734094,40.060759,0.0
23,62,33.0332003,40.2069219,0.0
23,63,33.1540019,40.1821636,0.0
23,64,33.1113726,40.3032017,0.0
23,65,34.0556085,40.0326624,0.0
23,67,32.8440157,39.916553,0.0
23,68,32.1065015,40.3454699,0.0
9,0,125.2382772,29.1912761,0.0
9,1,125.268771,29.6587015,0.0
9,2,125.0182973,29.473491,0.0
9,3,124.9791529,29.6384365,0.0
9,4,124.582289,29.8213687,0.0
9,5,124.6531533,29.4444815,0.0
9,6,124.6070226,29.2428481,0.0
9,7,124.4497805,29.0728804,0.0
9,8,124.1135228,29.4433956,0.0
9,9,124.3322635,29.2777576,0.0
9,10,124.6674008,29.0775247,0.0
9,11,124.4496158,29.3916163,0.0
9,12,125.0111732,29.4663795,0.0
